Open,Close,High,Low,Volume,Date
1153.84,1157.55,1167.45,1153.84,,09/30/22
1180.9,1154.29,1185.71,1153.32,,09/29/22
1212.37,1178.94,1213.08,1177.95,,09/28/22
1204.44,1216.33,1226.53,1204.44,,09/27/22
1227.3,1204.61,1228.08,1204.61,,09/26/22
1252.28,1228.02,1256.76,1225.08,,09/23/22
1249.84,1248.46,1256.06,1241.98,,09/22/22
1269.95,1248.73,1269.95,1248.37,,09/21/22
1285.61,1273.84,1299.86,1271.61,,09/20/22
1282.39,1284.07,1292.19,1280.04,,09/19/22
1279.32,1282.14,1286.66,1272.73,,09/16/22
1288.88,1280.07,1292.89,1279.91,,09/15/22
1313.71,1288.07,1313.71,1286.14,,09/14/22
1314.55,1316.89,1327.14,1314.27,,09/13/22
1302.54,1316.15,1319.1,1302.01,,09/12/22
1299.76,1301.83,1317.57,1299.57,,09/09/22
1312.82,1300.24,1319.42,1298.49,,09/08/22
1294.44,1309.94,1312.31,1292.99,,09/07/22
1301.65,1296.86,1315.88,1295.01,,09/06/22
1321.28,1302.21,1321.28,1298.58,,09/05/22
1313.09,1324.05,1330.03,1311.93,,09/02/22
1328.4,1314.34,1331.7,1312.95,,09/01/22
1330.74,1326.09,1337.02,1326.03,,08/31/22
1330.98,1326.63,1341.67,1325.39,,08/30/22
1346.23,1329.54,1346.23,1322.55,,08/29/22
1340.22,1343.4,1349.51,1338.95,,08/26/22
1342.03,1340.28,1353.57,1338.24,,08/25/22
1335.98,1341.6,1345.29,1333.92,,08/24/22
1342.84,1336.21,1343.61,1329.95,,08/23/22
1361.64,1342.18,1361.64,1340.73,,08/22/22
1361.81,1360.29,1363.58,1352.68,,08/19/22
1350.13,1364.73,1366.29,1341.69,,08/18/22
1358.63,1350.07,1360.42,1345.32,,08/17/22
1356.87,1356.91,1359.83,1348.25,,08/16/22
1381.71,1358.1,1382.68,1357.19,,08/15/22
1383.53,1381.12,1392.78,1377.38,,08/12/22
1375.16,1386.1,1390.38,1375.16,,08/11/22
1351.01,1376.71,1377.41,1345.69,,08/10/22
1370.47,1351.02,1375.63,1350.43,,08/09/22
1361.52,1372.25,1376.51,1357.62,,08/08/22
1344.44,1361.28,1361.81,1344.12,,08/05/22
1337.58,1344.11,1351.1,1333.39,,08/04/22
1314.9,1336.42,1338.04,1314.9,,08/03/22
1312.94,1318.1,1322.97,1310.59,,08/02/22
1286.47,1312.55,1313.88,1286.47,,08/01/22
1296.07,1287.82,1301.83,1284.41,,07/29/22
1298.13,1294.5,1301.56,1290.11,,07/28/22
1293.98,1295.27,1296.9,1285.23,,07/27/22
1301.01,1294.37,1306.15,1292.88,,07/26/22
1312.6,1302.49,1313.55,1294.54,,07/25/22
1304.19,1312.33,1313.59,1299.55,,07/22/22
1295.19,1303.56,1305.46,1290.45,,07/21/22
1287.48,1297.34,1301.42,1283.61,,07/20/22
1288.47,1286.23,1292.06,1275.89,,07/19/22
1280.22,1290.69,1293.67,1280.22,,07/18/22
1267.91,1278.7,1280.9,1265.39,,07/15/22
1266.84,1264.29,1273.12,1260.38,,07/14/22
1266.39,1267.05,1274.03,1264.04,,07/13/22
1279.33,1268.36,1279.33,1257.78,,07/12/22
1290.82,1273.27,1290.82,1272.48,,07/11/22
1289.97,1291.82,1304.03,1282.65,,07/08/22
1263.06,1288.67,1290.87,1261.02,,07/07/22
1255.8,1254.56,1266.48,1244.38,,07/06/22
1270.78,1253.08,1277.32,1244.42,,07/05/22
1271.18,1271.32,1283.78,1268.99,,07/04/22
1268.27,1270.63,1283.84,1265.79,,07/01/22
1299.68,1268.25,1299.68,1267.97,,06/30/22
1306.09,1298.59,1309.31,1294.26,,06/29/22
1283.72,1305.48,1307.01,1283.72,,06/28/22
1280.33,1282.42,1294.42,1279.31,,06/27/22
1279.98,1281.35,1290.1,1279.05,,06/24/22
1294.49,1280.79,1296.2,1279.27,,06/23/22
1314.19,1294.65,1314.19,1289.84,,06/22/22
1295.71,1313.89,1316.61,1295.45,,06/21/22
1276.48,1294.6,1297.52,1274.52,,06/20/22
1274.77,1276.33,1282.59,1273.89,,06/17/22
1277.68,1273.21,1293.29,1272.37,,06/16/22
1273.48,1278.69,1291.69,1272.86,,06/15/22
1280.93,1275.92,1290.86,1274.74,,06/14/22
1309.76,1278.95,1309.76,1278.35,,06/13/22
1330.35,1310.02,1330.79,1305.54,,06/10/22
1337.04,1329.71,1342.38,1328.74,,06/09/22
1352.32,1338.37,1354.84,1335.98,,06/08/22
1366.46,1352.77,1367.94,1352.05,,06/07/22
1351.13,1366.45,1366.93,1349.28,,06/06/22
1356.45,1351.56,1358.51,1343.44,,06/03/22
1350.88,1356.59,1364.8,1350.78,,06/02/22
1333.4,1351.53,1360.29,1331.28,,06/01/22
1337.65,1334.33,1346.71,1334.33,,05/31/22
1323.32,1340.06,1343.45,1321.28,,05/30/22
1335.64,1322.95,1345.95,1322.16,,05/27/22
1357.92,1339.34,1358.24,1314.36,,05/26/22
1397.05,1366.41,1399.45,1364.84,,05/25/22
1407,1396.02,1411.9,1392.06,,05/24/22
1376.36,1406.29,1409.72,1376.36,,05/23/22
1372.93,1377.45,1386.05,1366.57,,05/20/22
1386.66,1372.83,1386.66,1366.02,,05/19/22
1367.93,1388.12,1389.61,1367.93,,05/18/22
1343.59,1367.01,1375.46,1343.59,,05/17/22
1342.11,1345.01,1359.8,1340.38,,05/16/22
1316.4,1342.37,1349.51,1316.4,,05/13/22
1339.85,1317.34,1339.85,1315.71,,05/12/22
1337.75,1340.32,1352.34,1336.33,,05/11/22
1351.91,1336.96,1367.89,1336.46,,05/10/22
1367.23,1351.33,1367.23,1351.33,,05/09/22
1377.87,1367.9,1378.53,1359.13,,05/06/22
1395.8,1377.66,1411.71,1376.1,,05/05/22
1403.38,1395.42,1412,1395.1,,05/04/22
1402.29,1403.23,1410.8,1397.23,,05/03/22
1411.06,1404.41,1418.78,1402.7,,05/02/22
1412.98,1410.77,1434.17,1408.65,,04/29/22
1395.47,1414.17,1423.86,1395.47,,04/28/22
1387.37,1395.25,1398.93,1374.28,,04/27/22
1409.01,1389.12,1415.93,1388.67,,04/26/22
1426.7,1405.72,1426.7,1401.56,,04/25/22
1427.72,1426.53,1439.88,1423.31,,04/22/22
1423.36,1427.24,1440.04,1422.84,,04/21/22
1428.49,1423.05,1436.49,1423.05,,04/20/22
1430.5,1428.09,1437.33,1425.14,,04/19/22
1418.79,1421.35,1426.31,1417.7,,04/14/22
1414.65,1418.73,1430.96,1412.57,,04/13/22
1429.55,1415.85,1429.55,1413.63,,04/12/22
1436.04,1428.77,1440.54,1424.63,,04/11/22
1422.38,1437.55,1446.03,1422.38,,04/08/22
1426.3,1421.85,1440.25,1421.39,,04/07/22
1472.4,1426.71,1473.93,1426.31,,04/06/22
1507.28,1474.99,1508.12,1468.01,,04/05/22
1503.46,1507.37,1519.71,1498.79,,04/04/22
1483.23,1501.05,1504.45,1482.54,,04/01/22
1514.93,1483.26,1528.5,1480.65,,03/31/22
1536.95,1514.45,1553.47,1512.93,,03/30/22
1473.54,1534.81,1537.35,1473.54,,03/29/22
1466.77,1474.13,1492.44,1463.81,,03/28/22
1458.61,1464.04,1471.56,1456.95,,03/25/22
1479.21,1461.36,1487.15,1459.24,,03/24/22
1517.13,1481.63,1525.6,1480.07,,03/23/22
1507.69,1517.63,1524.81,1507.69,,03/22/22
1496.96,1507.72,1516.52,1493.37,,03/21/22
1492.79,1496.78,1499.85,1482.77,,03/18/22
1479.36,1493.69,1514.8,1479.36,,03/17/22
1442.69,1479.15,1485.64,1440.87,,03/16/22
1435.79,1442.01,1444,1430.45,,03/15/22
1409.29,1437.63,1438.77,1409.29,,03/14/22
1386.48,1408.72,1421.9,1386.22,,03/11/22
1407.27,1386.03,1434.54,1385.12,,03/10/22
1325.09,1409.49,1415.2,1325.09,,03/09/22
1284.21,1324.19,1353.98,1284.21,,03/08/22
1329.6,1285.19,1329.6,1232.33,,03/07/22
1405.92,1333.27,1407.21,1331.49,,03/04/22
1371.8,1406.92,1447.97,1371.8,,03/03/22
1359.82,1371.14,1380.13,1334.72,,03/02/22
1458.94,1365.87,1474.75,1358.88,,03/01/22
1578.05,1461.89,1578.05,1432.63,,02/28/22
1503.58,1577.35,1603.88,1503.58,,02/25/22
1655.18,1500.04,1655.18,1491.48,,02/24/22
1672.63,1657.34,1686.25,1654.54,,02/23/22
1691.11,1674.73,1691.11,1619.91,,02/22/22
1731.64,1693.13,1747.06,1680.17,,02/21/22
1757.91,1730.06,1767.01,1728.56,,02/18/22
1783.08,1757.14,1789.65,1757.01,,02/17/22
1779.31,1782.14,1794.52,1779.31,,02/16/22
1759.89,1779.35,1785.25,1757.26,,02/15/22
1790.72,1761.89,1794.29,1743.41,,02/14/22
1811.89,1799.31,1812.72,1795.42,,02/11/22
1813.91,1812.72,1818.12,1802.89,,02/10/22
1810.44,1814.35,1820.17,1810.42,,02/09/22
1793.39,1808.9,1812.1,1793.28,,02/08/22
1781.51,1793.63,1795.18,1775.35,,02/07/22
1786.95,1781.62,1794.46,1776.99,,02/04/22
1802.88,1788.53,1809.48,1783.31,,02/03/22
1802.32,1801.61,1815.25,1796.64,,02/02/22
1803.87,1802.67,1814.34,1798.04,,02/01/22
1782.99,1802.93,1804.74,1782.99,,01/31/22
1784.11,1782.63,1791.4,1771.18,,01/28/22
1765.96,1788.07,1790.43,1754.06,,01/27/22
1748.14,1765.75,1773.4,1747.1,,01/26/22
1752.63,1747.71,1752.97,1739,,01/25/22
1773.42,1753.37,1776.28,1749.5,,01/24/22
1794.03,1772.75,1794.98,1764.22,,01/21/22
1814.01,1795.97,1815.5,1792.77,,01/20/22
1798.09,1813.97,1819.26,1788.98,,01/19/22
1819.02,1797.24,1819.08,1793.65,,01/18/22
1803.22,1818.63,1819.6,1803.2,,01/17/22
1819.62,1805.03,1825.47,1803.84,,01/14/22
1840.76,1821.58,1840.76,1818.08,,01/13/22
1816.34,1835.72,1837.65,1813.83,,01/12/22
1785.92,1815.39,1815.64,1785.68,,01/11/22
1779.56,1784.8,1792.36,1778,,01/10/22
1770.68,1778.46,1781.53,1769.04,,01/07/22
1765.76,1770.78,1775.16,1759.83,,01/06/22
1769.89,1777.99,1778.54,1764.87,,01/05/22
1755.43,1770.03,1771.6,1755.33,,01/04/22
1730.87,1754.5,1755.81,1730.75,,01/03/22
1730.81,1729.74,1736.55,1728.04,,12/30/21
1723.48,1729.49,1730.34,1719.57,,12/29/21
1710.73,1722.02,1724.57,1710.21,,12/28/21
1707.34,1710.76,1721.42,1706.46,,12/27/21
1693.92,1705.86,1711.37,1691.84,,12/23/21
1723.27,1693.15,1729.17,1688.84,,12/22/21
1721.05,1722.77,1728.07,1718.42,,12/21/21
1729.24,1720.44,1730.09,1713.47,,12/20/21
1724.64,1730.85,1733.89,1719.48,,12/17/21
1712.76,1726.6,1732.21,1712.76,,12/16/21
1715.76,1710.28,1723.63,1706.64,,12/15/21
1723.81,1717.8,1735.21,1716.67,,12/14/21
1743.34,1722.07,1749.73,1722.05,,12/13/21
1748.65,1743.4,1751.89,1739.32,,12/10/21
1744.32,1748.39,1751.73,1736.76,,12/09/21
1742.36,1740.76,1746.35,1730.52,,12/08/21
1726.76,1745.25,1747.59,1726.76,,12/07/21
1737.78,1728.42,1751.76,1727.6,,12/06/21
1750.13,1736.97,1764.41,1735.41,,12/03/21
1767.57,1752.64,1769.26,1745.63,,12/02/21
1753.06,1766.24,1768.93,1747.8,,12/01/21
1759.69,1750.26,1760.12,1740.99,,11/30/21
1742.18,1758.47,1763.26,1742.18,,11/29/21
1781.25,1742.36,1781.25,1740.99,,11/26/21
1772.8,1784.17,1791.72,1772.8,,11/25/21
1734.65,1772.2,1775.4,1734.64,,11/24/21
1723.34,1734.69,1736.37,1706.09,,11/23/21
1746.95,1724.19,1753.36,1724.19,,11/22/21
1758.7,1746.35,1769.56,1740.16,,11/19/21
1746.72,1757.33,1766.72,1744.6,,11/18/21
1749.17,1746.73,1759.18,1743.18,,11/17/21
1743.81,1752.18,1757.37,1735.32,,11/16/21
1760.25,1743.49,1762.54,1742.54,,11/15/21
1773.89,1760.83,1777.69,1757.49,,11/12/21
1767.29,1775.44,1777.4,1761.81,,11/11/21
1782.18,1767.55,1790.05,1765.43,,11/10/21
1788.29,1783.44,1798.54,1781.62,,11/09/21
1807.26,1789.46,1812.9,1789.07,,11/08/21
1817.58,1807.92,1826.45,1806.98,,11/05/21
1804.75,1818.47,1819.49,1804.27,,11/04/21
1795.49,1803.55,1803.96,1791.9,,11/03/21
1776.81,1795.11,1799.27,1776.81,,11/02/21
1778.65,1777.16,1779.5,1777.16,,11/01/21
1768.87,1778.81,1793.59,1765.79,,10/29/21
1776.62,1769.32,1781.77,1766.49,,10/28/21
1775.68,1774.9,1781.83,1768.64,,10/27/21
1761.55,1775.14,1776.85,1760.37,,10/26/21
1782.56,1760.52,1787.06,1759.58,,10/25/21
1772.08,1783.88,1788.53,1770.39,,10/22/21
1771.08,1774.86,1777.37,1764.85,,10/21/21
1764.33,1770.83,1776.89,1764.33,,10/20/21
1773.61,1764.79,1780.67,1763.94,,10/19/21
1779.89,1772.81,1779.89,1765.31,,10/18/21
1790.07,1781.67,1794.5,1771.4,,10/15/21
1781.78,1790.05,1794.43,1781.78,,10/14/21
1773.94,1781.27,1789.5,1769.77,,10/13/21
1770.64,1774.07,1779.37,1765.07,,10/12/21
1767.47,1771.95,1772.33,1761.69,,10/11/21
1770.48,1767.36,1770.48,1761.66,,10/08/21
1751.31,1770.22,1772.91,1751.21,,10/07/21
1759.06,1750.74,1759.1,1732.22,,10/06/21
1771.43,1760.5,1774.65,1757.74,,10/05/21
1781.74,1768.91,1785.61,1767.95,,10/04/21
1758.3,1782.93,1782.93,1752.1,,10/01/21
1749.39,1758.26,1765.66,1742.24,,09/30/21
1737.79,1750.15,1753.35,1737.78,,09/29/21
1745.81,1737.93,1752.71,1735.26,,09/28/21
1754.4,1745.41,1762.2,1739.62,,09/27/21
1772.93,1755.03,1774.95,1753.54,,09/24/21
1755.09,1774.46,1775.39,1755.08,,09/23/21
1752.31,1755.86,1761,1749.18,,09/22/21
1745.87,1752.09,1770.3,1745.87,,09/21/21
1785.48,1745.5,1785.63,1742.02,,09/20/21
1785.65,1785.76,1789.22,1778.47,,09/17/21
1790.75,1785.02,1801.26,1783.33,,09/16/21
1795.79,1790.17,1803.84,1788.41,,09/15/21
1812.72,1796.93,1814.66,1791.12,,09/14/21
1801.11,1815.53,1816.04,1800.96,,09/13/21
1807.29,1801.89,1814.53,1798.45,,09/10/21
1807.52,1806.91,1807.57,1784.56,,09/09/21
1823.08,1807.87,1823.08,1800.87,,09/08/21
1825.33,1821.62,1830.12,1820.42,,09/07/21
1814.92,1825.3,1826.99,1814.24,,09/06/21
1798.46,1815.04,1815.04,1794.01,,09/03/21
1802.34,1799.86,1807.28,1794.53,,09/02/21
1805.94,1802.02,1814.79,1798.21,,09/01/21
1808.8,1803.19,1814.12,1794.2,,08/31/21
1787.17,1808.57,1810.22,1785.37,,08/30/21
1780.84,1787.34,1787.69,1776.39,,08/27/21
1787.4,1781.18,1793.43,1777.53,,08/26/21
1808.28,1789.46,1809.6,1788.95,,08/25/21
1809.03,1808.71,1814.28,1802.88,,08/24/21
1813.03,1808.65,1821.72,1806.77,,08/23/21
1803.09,1812.58,1813.19,1802.16,,08/20/21
1821.83,1803.71,1821.83,1793.04,,08/19/21
1798.08,1821.81,1822.23,1796.27,,08/18/21
1764.12,1798.46,1799.25,1759.28,,08/17/21
1756.06,1764.01,1766.39,1751.22,,08/16/21
1754.63,1755.14,1755.95,1748.31,,08/13/21
1748.11,1754.94,1755.2,1742.76,,08/12/21
1741.82,1748.11,1748.36,1732.47,,08/11/21
1745.31,1742.06,1745.4,1735.72,,08/10/21
1739.31,1743.65,1747.83,1734.94,,08/09/21
1739.56,1739.74,1743.51,1734.7,,08/06/21
1735.13,1739.6,1743.19,1731.73,,08/05/21
1727.86,1734.9,1741.11,1727.86,,08/04/21
1716.68,1727.16,1735.03,1715.51,,08/03/21
1699.91,1716.27,1716.51,1697.73,,08/02/21
1699.16,1702.47,1704.6,1683.16,,07/30/21
1665.87,1698.08,1698.99,1665.87,,07/29/21
1657.7,1664.91,1665.81,1657.07,,07/28/21
1648.42,1659.43,1659.66,1644.07,,07/27/21
1662.41,1648.25,1662.55,1648.25,,07/26/21
1672.47,1662.81,1674.68,1661.01,,07/23/21
1677.55,1673.32,1681.63,1669.87,,07/22/21
1675.64,1676.33,1677.71,1670.99,,07/21/21
1677.6,1675.17,1683.03,1660.36,,07/20/21
1692.58,1678.31,1694.01,1674.01,,07/19/21
1687.75,1693.8,1697.81,1687.75,,07/16/21
1674.55,1688.52,1692.34,1672.48,,07/15/21
1682.89,1672.35,1685.86,1672.01,,07/14/21
1685.96,1682.54,1693.59,1678.52,,07/13/21
1693.29,1685.33,1693.29,1683.43,,07/12/21
1675.71,1693.35,1693.88,1674.71,,07/09/21
1671.93,1674.42,1675.34,1659.89,,07/08/21
1673.65,1672.65,1682.91,1669.51,,07/07/21
1675.34,1673.71,1679.33,1666.58,,07/06/21
1675.21,1675.14,1684.27,1671.15,,07/05/21
1688.4,1674.28,1690.91,1672.68,,07/02/21
1673.63,1687.22,1690.14,1672.68,,07/01/21
1680.25,1674.82,1692,1672.05,,06/30/21
1697.33,1682.86,1704.62,1681.48,,06/29/21
1696.38,1695.43,1700.96,1688.45,,06/28/21
1700.86,1696.64,1707.52,1695.54,,06/25/21
1708.35,1701.11,1713.7,1697.91,,06/24/21
1689.66,1706.43,1714.8,1689.66,,06/23/21
1700.47,1686.76,1701.95,1680.19,,06/22/21
1689.05,1699.81,1700.98,1677.59,,06/21/21
1702.67,1687.83,1709.81,1687.72,,06/18/21
1707.86,1704.75,1713.05,1697.45,,06/17/21
1726.2,1711.96,1731.73,1704.71,,06/16/21
1725.7,1725.67,1731.95,1720.97,,06/15/21
1731.63,1724.6,1739.25,1719.96,,06/14/21
1732.75,1732.49,1740.22,1729.12,,06/11/21
1716.2,1731.31,1732.63,1714.91,,06/10/21
1719.03,1715.82,1729.29,1703.34,,06/09/21
1724.39,1718.67,1732.45,1715.52,,06/08/21
1725.22,1724.94,1738.14,1721.38,,06/07/21
1708.17,1725.68,1725.77,1700.88,,06/04/21
1699.73,1708.71,1716.56,1698.96,,06/03/21
1702.02,1700.13,1710.91,1698.56,,06/02/21
1691.3,1700.97,1713.9,1691.25,,06/01/21
1691.43,1691.43,1695.48,1686.89,,05/31/21
1677.6,1691.63,1692.75,1676.26,,05/28/21
1695.16,1678.62,1698.79,1675.21,,05/27/21
1678.06,1694.7,1695.32,1677.67,,05/26/21
1701.82,1678.18,1701.82,1677.12,,05/25/21
1692.98,1701.2,1701.52,1690.74,,05/24/21
1683.55,1691.49,1692.91,1680.71,,05/21/21
1655.56,1683.01,1684.87,1655.56,,05/20/21
1667.1,1658.79,1667.27,1649.65,,05/19/21
